time,btc,eth,ltc
2017-05-28 04:17:02,14688.0,1248.93,159.46
2017-05-28 04:18:02,14688.0,1230.0,159.0
2017-05-28 04:19:01,14695.0,1230.0,158.0
2017-05-28 04:20:01,14580.11,1230.0,157.02
2017-05-28 04:21:02,14580.1,1230.0,157.03
2017-05-28 04:22:02,14500.0,1229.0,156.06
2017-05-28 04:23:01,14500.0,1213.09,156.07
2017-05-28 04:24:02,14500.0,1213.09,157.02
2017-05-28 04:25:02,14500.0,1227.99,157.02
2017-05-28 04:26:02,14500.0,1227.99,157.04
2017-05-28 04:27:01,14500.0,1227.99,158.47
2017-05-28 04:28:02,14500.0,1227.99,158.49
2017-05-28 04:29:02,14500.0,1227.99,159.97
2017-05-28 04:30:01,14500.0,1227.99,157.03
2017-05-28 04:31:01,14696.0,1227.99,156.0
2017-05-28 04:32:02,14696.0,1227.99,159.0
2017-05-28 04:33:01,14630.0,1227.99,156.5
2017-05-28 04:34:02,14630.0,1216.18,156.61
2017-05-28 04:35:02,14630.0,1216.19,156.61
2017-05-28 04:36:01,14630.0,1216.19,156.61
2017-05-28 04:37:02,14630.0,1216.19,156.6
2017-05-28 04:38:02,14501.0,1216.28,156.0
2017-05-28 04:39:02,14500.0,1216.25,156.0
2017-05-28 04:40:02,14500.0,1216.94,155.0
2017-05-28 04:41:02,14500.0,1216.94,155.0
2017-05-28 04:42:01,14500.0,1224.92,155.0
2017-05-28 04:43:01,14420.0,1224.92,153.99
2017-05-28 04:44:02,14420.0,1224.92,152.99
2017-05-28 04:45:01,14420.0,1216.94,151.66
2017-05-28 04:46:01,14420.0,1216.94,151.67
2017-05-28 04:47:01,14420.0,1216.94,151.67
2017-05-28 04:48:02,14371.0,1216.18,151.68
2017-05-28 04:49:02,14350.0,1216.19,151.68
2017-05-28 04:50:02,14350.0,1213.06,151.7
2017-05-28 04:51:02,14350.0,1212.0,152.57
2017-05-28 04:52:02,14350.0,1212.0,154.99
2017-05-28 04:53:01,14350.0,1212.0,155.5
2017-05-28 04:54:01,14350.0,1227.89,156.5
2017-05-28 04:55:02,14350.0,1227.9,152.6
2017-05-28 04:56:02,14420.0,1228.0,152.6
2017-05-28 04:57:01,14420.0,1218.0,152.61
2017-05-28 04:58:01,14420.0,1218.0,156.48
2017-05-28 04:59:01,14350.0,1221.98,152.99
2017-05-28 05:00:02,14350.0,1221.98,155.9
2017-05-28 05:01:02,14350.0,1217.99,153.0
2017-05-28 05:02:02,14350.0,1217.99,153.0
2017-05-28 05:03:02,14350.0,1217.99,153.1
2017-05-28 05:04:01,14500.0,1217.99,153.1
2017-05-28 05:05:02,14500.0,1215.0,153.1
2017-05-28 05:06:02,14500.0,1215.0,153.5
2017-05-28 05:07:02,14500.0,1211.09,153.5
2017-05-28 05:08:02,14350.0,1212.57,153.0
2017-05-28 05:09:02,14300.1,1212.57,153.0
2017-05-28 05:10:03,14300.1,1212.57,152.71
2017-05-28 05:11:01,14300.1,1212.57,152.71
2017-05-28 05:12:02,14300.1,1212.57,152.71
2017-05-28 05:13:02,14300.09,1212.27,152.71
2017-05-28 05:14:02,14300.09,1221.99,152.61
2017-05-28 05:15:02,14300.09,1221.99,152.63
2017-05-28 05:16:02,14300.09,1227.97,152.0
2017-05-28 05:17:02,14300.0,1214.17,151.99
2017-05-28 05:18:02,14300.0,1214.16,150.99
2017-05-28 05:19:02,14200.0,1214.16,150.2
2017-05-28 05:20:02,14200.0,1213.95,150.99
2017-05-28 05:21:02,14260.0,1210.0,149.01
2017-05-28 05:22:02,14260.0,1210.13,150.0
2017-05-28 05:23:02,14000.0,1210.13,150.11
2017-05-28 05:24:02,14000.0,1217.64,150.11
2017-05-28 05:25:02,14000.0,1217.64,150.12
2017-05-28 05:26:03,14040.0,1213.48,150.12
2017-05-28 05:27:02,14040.0,1217.39,150.12
2017-05-28 05:28:02,14290.0,1217.39,150.0
2017-05-28 05:29:02,14290.0,1218.0,150.0
2017-05-28 05:30:03,14290.0,1201.99,150.0
2017-05-28 05:31:02,14290.0,1202.0,150.11
2017-05-28 05:32:02,14290.0,1199.89,150.1
2017-05-28 05:33:02,14500.0,1190.0,150.1
2017-05-28 05:34:02,14500.0,1194.99,150.1
2017-05-28 05:35:01,14260.0,1190.01,150.99
2017-05-28 05:36:02,14499.0,1185.0,150.99
2017-05-28 05:37:01,14499.0,1185.0,150.99
2017-05-28 05:38:01,14499.0,1185.0,150.99
2017-05-28 05:39:01,14499.0,1208.49,150.99
2017-05-28 05:40:03,14489.9,1208.49,151.04
2017-05-28 05:41:01,14260.0,1208.49,151.3
2017-05-28 05:42:02,14489.0,1208.49,151.3
2017-05-28 05:43:02,14489.0,1185.62,152.56
2017-05-28 05:44:02,14041.0,1207.99,154.8
2017-05-28 05:45:02,14041.0,1204.99,155.0
2017-05-28 05:46:02,14091.0,1204.98,153.99
2017-05-28 05:47:01,14092.0,1204.97,153.89
